5248-YGIJN,Male,0,Yes,No,72,60+,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.4501953125,No,0
8773-HHUOZ,Female,0,No,Yes,17,12-24,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.6999969482422,1093.09997558594,Yes,1
3841-NFECX,Female,1,Yes,No,71,60+,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.3499984741211,6766.9501953125,No,0
4929-XIHVW,Male,1,Yes,No,2,0-12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.649993896484,No,0
6827-IEAUQ,Female,0,Yes,Yes,27,25-48,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.1500015258789,1874.44995117188,No,0
7310-EGVHZ,Male,0,No,No,1,0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.2000007629395,20.2000007629395,No,0
3413-BMNZE,Male,1,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,0
6234-RAAPL,Female,0,Yes,Yes,72,60+,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9000015258789,7251.7001953125,No,0
6047-YHPVI,Male,0,No,No,5,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6999969482422,316.899993896484,Yes,1
6572-ADKRS,Female,0,No,No,46,25-48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8000030517578,3548.30004882813,No,0
5380-WJKOV,Male,0,No,No,34,25-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.349998474121,3549.25,Yes,1
8168-UQWWF,Female,0,No,No,11,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.8499984741211,1105.40002441406,Yes,1
8865-TNMNX,Male,0,Yes,Yes,10,0-12,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.5499992370605,475.700012207031,No,0
9489-DEDVP,Female,0,Yes,Yes,70,60+,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.1999969482422,4872.35009765625,No,0
9867-JCZSP,Female,0,Yes,Yes,17,12-24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.75,418.25,No,0
4671-VJLCL,Female,0,No,No,63,60+,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.8499984741211,4861.4501953125,No,0
4080-IIARD,Female,0,Yes,No,13,12-24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.1999969482422,981.450012207031,No,0
3714-NTNFO,Female,0,No,No,49,49-60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.69995117188,No,0
5948-UJZLF,Male,0,No,No,2,0-12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97,No,0
7760-OYPDY,Female,0,No,No,2,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6500015258789,144.149993896484,Yes,1
7639-LIAYI,Male,0,No,No,52,49-60,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.7998046875,No,0
2954-PIBKO,Female,0,Yes,Yes,69,60+,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.1500015258789,4254.10009765625,No,0
8012-SOUDQ,Female,1,No,No,43,25-48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,0
9420-LOJKX,Female,0,No,No,15,12-24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0999984741211,1426.40002441406,Yes,1
6575-SUVOI,Female,1,Yes,No,25,25-48,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65002441406,No,0
7495-OOKFY,Female,1,Yes,No,8,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.6500015258789,633.299987792969,Yes,1
4667-QONEA,Female,1,Yes,Yes,60,49-60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.8499984741211,4456.35009765625,No,0
1658-BYGOY,Male,1,No,No,18,12-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4499969482422,1752.55004882813,Yes,1
8769-KKTPH,Female,0,Yes,Yes,63,60+,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.6500015258789,6311.2001953125,No,0
5067-XJQFU,Male,1,Yes,Yes,66,60+,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.449996948242,7076.35009765625,No,0
3957-SQXML,Female,0,Yes,Yes,34,25-48,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.9500007629395,894.299987792969,No,0
5954-BDFSG,Female,0,No,No,72,60+,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7001953125,No,0
0434-CSFON,Female,0,Yes,No,47,25-48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.10009765625,No,0
1215-FIGMP,Male,0,No,No,60,49-60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9000015258789,5450.7001953125,No,0
0526-SXDJP,Male,0,Yes,No,72,60+,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.0999984741211,2962,No,0
0557-ASKVU,Female,0,Yes,Yes,18,12-24,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4000015258789,957.099975585938,No,0
5698-BQJOH,Female,0,No,No,9,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4000015258789,857.25,Yes,1
5122-CYFXA,Female,0,No,No,3,0-12,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3000030517578,244.100006103516,No,0
8627-ZYGSZ,Male,0,Yes,No,47,25-48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9000015258789,3650.35009765625,No,0
3410-YOQBQ,Female,0,No,No,31,25-48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.1999969482422,2497.19995117188,No,0
3170-NMYVV,Female,0,Yes,Yes,50,49-60,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.1499996185303,930.900024414063,No,0
7410-OIEDU,Male,0,No,No,10,0-12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.8499984741211,887.349975585938,No,0
2273-QCKXA,Male,0,No,No,1,0-12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.0499992370605,49.0499992370605,No,0
0731-EBJQB,Female,0,Yes,Yes,52,49-60,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.3999996185303,1090.65002441406,No,0
1891-QRQSA,Male,1,Yes,Yes,64,60+,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.599998474121,7099,No,0
8028-PNXHQ,Male,0,Yes,Yes,62,60+,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.25,1424.59997558594,No,0
5630-AHZIL,Female,0,No,Yes,3,0-12,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.399993896484,No,0
2673-CXQEU,Female,1,No,No,56,49-60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,0
6416-JNVRK,Female,0,No,No,46,25-48,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.6500015258789,2688.85009765625,No,0
5590-ZSKRV,Female,0,Yes,Yes,8,0-12,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.6500015258789,482.25,No,0
0191-ZHSKZ,Male,1,No,No,30,25-48,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.30004882813,No,0
3887-PBQAO,Female,0,Yes,Yes,45,25-48,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.8999996185303,1216.59997558594,No,0
5919-TMRGD,Female,0,No,Yes,1,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.3499984741211,79.3499984741211,Yes,1
8108-UXRQN,Female,0,Yes,Yes,11,0-12,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.5499992370605,565.349975585938,No,0
9191-MYQKX,Female,0,Yes,No,7,0-12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1500015258789,496.899993896484,Yes,1
9919-YLNNG,Female,0,No,No,42,25-48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.800003051758,4327.5,No,0
0318-ZOPWS,Female,0,Yes,No,49,49-60,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.1499996185303,973.349975585938,No,0
4445-ZJNMU,Male,0,No,No,9,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3000030517578,918.75,No,0
4808-YNLEU,Female,0,Yes,No,35,25-48,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.1500015258789,2215.44995117188,No,0
1862-QRWPE,Female,0,Yes,Yes,48,25-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.6499996185303,1057,No,0
2796-NNUFI,Female,0,Yes,Yes,46,25-48,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.9500007629395,927.099975585938,No,0
3016-KSVCP,Male,0,Yes,No,29,25-48,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,0
4767-HZZHQ,Male,0,Yes,Yes,30,25-48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.0500030517578,2570.19995117188,No,0
2424-WVHPL,Male,1,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.6999969482422,74.6999969482422,No,0
7233-PAHHL,Male,0,Yes,Yes,66,60+,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84,5714.25,No,0
6067-NGCEU,Female,0,No,No,65,60+,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.050003051758,7107,No,0
9848-JQJTX,Male,0,No,No,72,60+,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.900001525879,7459.0498046875,No,0
8637-XJIVR,Female,0,No,No,12,12-24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.9499969482422,927.349975585938,Yes,1
9803-FTJCG,Male,0,Yes,Yes,71,60+,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.8499984741211,4748.7001953125,No,0
0278-YXOOG,Male,0,No,No,5,0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,21.0499992370605,113.849998474121,Yes,1
3212-KXOCR,Male,0,No,No,52,49-60,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21,1107.19995117188,No,0
4598-XLKNJ,Female,1,Yes,No,25,25-48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,1
6380-ARCEH,Male,0,No,No,1,0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2000007629395,20.2000007629395,No,0
3679-XASPY,Female,0,Yes,Yes,1,0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.4500007629395,19.4500007629395,No,0
7123-WQUHX,Male,0,No,No,38,25-48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95,3605.60009765625,No,0
5386-THSLQ,Female,1,Yes,No,66,60+,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.5499992370605,3027.25,No,0
3192-NQECA,Male,0,Yes,No,68,60+,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110,7611.85009765625,Yes,1
6180-YBIQI,Male,0,No,No,5,0-12,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.2999992370605,100.199996948242,No,0
6728-DKUCO,Female,0,Yes,Yes,72,60+,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.150001525879,7303.0498046875,No,0
9750-BOOHV,Female,0,No,No,32,25-48,No,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.1499996185303,927.650024414063,No,0
8597-CWYHH,Male,0,No,No,43,25-48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.3499984741211,3921.30004882813,No,0
2848-YXSMW,Male,0,Yes,Yes,72,60+,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3999996185303,1363.25,No,0
0486-HECZI,Male,0,Yes,No,55,49-60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.89990234375,Yes,1
4549-ZDQYY,Female,0,No,No,52,49-60,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.9500007629395,3042.25,No,0
5712-AHQNN,Female,0,No,No,43,25-48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.6500015258789,3954.10009765625,No,0
4846-WHAFZ,Female,1,Yes,No,37,25-48,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.14990234375,Yes,1
5256-SKJGO,Female,0,Yes,Yes,64,60+,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.5999984741211,3423.5,No,0
3071-VBYPO,Male,0,Yes,Yes,3,0-12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.8499984741211,248.399993896484,No,0
9560-BBZXK,Female,0,No,No,36,25-48,No,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.0499992370605,1126.34997558594,No,0
5299-RULOA,Female,0,Yes,Yes,10,0-12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65002441406,Yes,1
8402-OOOHJ,Female,0,No,No,41,25-48,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.6499996185303,835.150024414063,No,0
9445-ZUEQE,Male,0,Yes,Yes,27,25-48,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.1999969482422,2151.60009765625,No,0
1091-SOZGA,Female,0,Yes,Yes,56,49-60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8000030517578,5515.4501953125,No,0
2928-HLDBA,Female,0,No,No,6,0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.7000007629395,112.75,No,0
0404-SWRVG,Male,0,No,No,3,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4000015258789,229.550003051758,Yes,1
6497-TILVL,Female,0,Yes,Yes,7,0-12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7000007629395,350.350006103516,No,0
7219-TLZHO,Female,0,Yes,Yes,4,0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.8500003814697,62.9000015258789,No,0
4622-YNKIJ,Male,0,No,No,33,25-48,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.9499969482422,3027.64990234375,No,0
4412-YLTKF,Female,1,No,No,27,25-48,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.0500030517578,2135.5,Yes,1
6734-PSBAW,Male,0,Yes,No,72,60+,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),23.5499992370605,1723.94995117188,No,0
3930-ZGWVE,Male,0,No,No,1,0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,19.75,No,0
2639-UGMAZ,Male,1,No,No,71,60+,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.4500007629395,3985.35009765625,No,0
2876-GZYZC,Female,0,No,No,13,12-24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.9499969482422,1215.65002441406,No,0
6207-WIOLX,Female,0,Yes,Yes,25,25-48,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.5999984741211,1502.65002441406,Yes,1
8587-XYZSF,Male,0,No,No,67,60+,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.5499992370605,3260.10009765625,No,0
3091-FYHKI,Male,0,No,No,1,0-12,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.4500007629395,35.4500007629395,Yes,1
2372-HWUHI,Male,0,No,No,2,0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.3499984741211,81.25,Yes,1
7799-LGRDP,Female,0,No,No,43,25-48,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.7000007629395,1188.19995117188,No,0
7850-VWJUU,Female,0,No,No,23,12-24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75,1778.5,No,0
3774-VBNXY,Female,0,Yes,Yes,64,60+,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.2000007629395,1277.75,No,0
6217-KDYWC,Male,0,No,Yes,57,49-60,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.6000003814697,1170.55004882813,No,0
0390-DCFDQ,Female,1,Yes,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.4499969482422,70.4499969482422,Yes,1
3146-MSEGF,Female,1,Yes,Yes,72,60+,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.0500030517578,6425.64990234375,No,0
4080-OGPJL,Female,0,No,No,8,0-12,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.1500015258789,563.650024414063,Yes,1
1095-WGNGG,Female,0,Yes,No,61,60+,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.050003051758,5971.25,No,0
2636-SJDOU,Male,0,No,No,64,60+,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3000030517578,5289.0498046875,No,0
1131-QQZEB,Male,1,Yes,No,71,60+,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.9500007629395,1756.19995117188,No,0
5716-EZXZN,Female,0,Yes,Yes,65,60+,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.0500030517578,6416.7001953125,No,0
6837-BJYDQ,Male,0,No,No,3,0-12,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.6000003814697,61.3499984741211,No,0
2135-RXIHG,Male,0,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6500015258789,45.6500015258789,Yes,1
6440-DKQGE,Male,0,No,Yes,30,25-48,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.94995117188,No,0
3466-BYAVD,Male,0,Yes,Yes,15,12-24,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.40002441406,No,0
3780-YVMFA,Female,0,Yes,Yes,8,0-12,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.5500030517578,564.349975585938,No,0
3874-EQOEP,Male,0,No,No,7,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95,655.5,Yes,1
1679-JRFBR,Female,0,Yes,Yes,70,60+,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.150001525879,7930.5498046875,No,0
9073-ZZIAY,Male,0,Yes,Yes,62,60+,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.0999984741211,5215.25,No,0
3077-RSNTJ,Female,0,Yes,Yes,6,0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7000007629395,113.5,No,0
6551-GNYDG,Female,0,Yes,Yes,14,12-24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9000015258789,1152.80004882813,No,0
9167-APMXZ,Female,0,No,No,22,12-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.1500015258789,1821.94995117188,No,0
2749-CTKAJ,Male,0,Yes,Yes,22,12-24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1499996185303,419.899993896484,No,0
